0.086508	0.000360	-0.011597	0.135745	0.124885	0.011574	0.030370	0.126678	0.166049	0.090042	0.042713	0.090101	0.020725	0.077685	0.146157	0.280663	0.006142	0.045448	0.088863	0.057110	0.099825	0.108461	-0.012986	0.139848	0.036705	0.077458	0.101101	-0.028787	0.024376	0.081333	0.210994	0.203327	0.039655	0.095966	0.097694	0.206842	0.036971	-0.040244	0.060082	0.023812	0.101003	0.124814	0.174662	0.090334	0.077482	0.089190	0.071717	-0.053192	-0.003860	-0.034403	0.042750	0.143609	0.098664	0.174274	0.015340	0.104535	0.135787	0.074009	0.065132	-0.019231	0.055491	0.037898	0.088605	0.122961	0.036630	0.165872	0.058079	0.104484	0.129674	0.045366	0.209468	-0.028526	0.108361	-0.019593	0.080816	0.038137	0.103076	0.076443	0.002021	-0.003017	0.009301	0.009735	0.125498	-0.026909	-0.018758	0.026701	0.189754	0.069583	0.054462	0.138628	0.002387	-0.034527	0.115138	0.089675	-0.013509	0.027412	0.264050	0.119037	-0.020453	0.043589	
0.016000	0.097000	-0.027800	0.045600	0.023200	-0.045400	0.082600	0.073200	0.168200	-0.096600	-0.012200	0.165800	-0.020800	0.037800	0.181200	0.205200	-0.120200	0.174000	0.175600	-0.033000	0.138800	0.078000	0.002400	0.166800	0.002800	0.038400	0.065200	-0.090200	0.016800	0.027200	0.251000	0.107200	-0.022200	0.131200	0.043200	0.103600	0.011800	-0.124200	0.095200	0.099600	0.028600	0.125200	0.129200	0.032200	-0.001600	0.018000	0.008400	-0.095800	0.020000	-0.026600	0.052000	0.075400	0.070800	0.085400	-0.026800	0.011200	0.057000	-0.003200	0.122200	-0.048200	-0.045800	0.016200	-0.001600	0.076000	-0.045400	0.196800	-0.037800	0.122800	0.181200	0.040200	0.196600	-0.044600	0.094600	-0.021800	0.081800	0.003800	0.061000	0.009200	-0.039600	0.054400	-0.049000	-0.075200	0.144200	0.101600	-0.015600	0.023200	0.111000	0.039000	0.127400	0.066800	-0.018600	-0.024200	0.078000	-0.112200	-0.051600	0.022800	0.218000	0.045800	-0.139800	0.004200	
0.064220	0.123186	-0.115622	0.150306	0.083560	0.148150	-0.161988	-0.049011	-0.087033	0.156039	-0.066065	0.053379	-0.070828	0.151703	0.052068	0.167831	0.075916	-0.056692	-0.069934	-0.049344	-0.070832	-0.066919	-0.169102	-0.118984	0.062422	-0.051289	0.100076	-0.082954	-0.066321	-0.058962	0.059455	0.158864	-0.067343	-0.140812	-0.043839	0.165793	0.152216	0.041132	-0.078436	0.071221	-0.063892	0.075800	-0.069012	0.151518	-0.056265	-0.062759	0.055738	0.063427	-0.175328	-0.164700	-0.093023	0.158865	-0.123846	0.123746	-0.071540	0.155289	0.142498	0.146812	0.055951	0.143070	-0.052937	-0.087391	0.123685	-0.048405	-0.050895	0.053909	-0.044443	-0.076451	-0.108311	0.037864	0.059598	0.113395	0.112540	0.094126	-0.129813	0.094284	0.067418	-0.065369	0.131049	0.022323	0.149718	-0.044621	0.049965	0.058473	0.088421	-0.069238	0.136408	-0.069120	0.051026	0.106691	0.050160	0.020398	-0.060213	0.072543	-0.068834	-0.103634	0.131918	-0.060577	0.082771	0.146517	
0.106000	-0.067200	-0.035200	0.099600	0.114200	0.046200	-0.093200	0.112800	0.102400	0.127200	0.089200	0.090000	0.050000	0.017600	-0.104400	0.389600	0.113600	-0.098800	-0.108800	0.074200	-0.086800	0.109600	-0.039800	0.039200	0.023000	0.016800	0.112200	0.059600	0.005400	0.113000	-0.097800	0.115400	0.108800	-0.101200	0.113800	0.268400	0.016600	0.108000	0.112000	-0.081000	0.113400	-0.016000	0.106600	0.041400	0.109200	0.111400	0.097600	0.110600	-0.038600	-0.048200	-0.039600	0.113400	-0.033800	0.114000	0.053400	0.105400	0.114000	0.078600	-0.089000	0.019600	0.063200	-0.023600	0.100800	0.115400	0.071000	0.108600	0.086200	-0.101000	-0.094600	-0.000200	0.104200	0.022000	0.109000	-0.014600	-0.034200	0.015600	0.100400	0.068800	0.020000	-0.032600	0.043800	0.068200	0.021200	-0.088000	0.009200	0.002600	0.113600	0.005800	0.026200	-0.015200	-0.017200	-0.038600	0.109000	0.111800	0.011600	-0.034600	0.267800	0.115400	0.113600	0.021200	
0.027000	0.076800	0.097600	0.048000	-0.008800	0.152600	0.110600	0.013000	0.023000	0.242600	-0.008600	0.023000	-0.008200	0.065200	0.069800	0.066400	0.002200	0.086800	0.082600	0.088200	0.090200	0.001200	0.027400	0.026800	0.060200	0.077800	0.013200	-0.013200	0.130800	-0.007800	0.074000	0.017000	-0.013000	0.090400	0.021000	0.013400	0.072600	0.002600	-0.012600	0.207400	-0.014000	0.024800	0.007800	0.087000	0.021800	-0.009400	0.024000	-0.005800	0.023200	-0.063800	0.033800	0.031200	0.040000	0.028400	-0.010200	0.019000	0.028600	0.108600	0.063800	0.066000	0.078600	0.109200	0.054600	0.028600	0.105400	0.029000	0.016000	0.056400	0.048800	0.057200	0.045200	0.067800	0.033400	0.118800	0.029600	0.064400	0.026600	-0.006400	0.069600	-0.021600	0.126600	0.099400	0.061800	0.077800	0.075600	0.112400	0.034200	0.107200	0.079600	0.112200	0.046200	0.024600	0.005600	0.004800	0.172600	0.109400	0.052800	-0.010600	0.016400	0.094400	
-0.042200	0.112800	0.052800	0.123600	0.128000	0.162000	-0.129000	-0.014000	-0.103800	0.381800	0.053200	-0.097800	0.016400	-0.082600	0.059600	0.133000	0.121800	0.036000	0.028800	-0.015800	-0.054800	0.053000	-0.160200	-0.108000	-0.076800	0.116000	-0.057000	-0.101800	0.007800	0.067400	0.100800	0.127800	0.071200	0.049000	-0.016000	0.137200	-0.083600	-0.096600	-0.103000	0.107000	0.103400	0.100600	0.059200	0.121000	-0.021200	0.071200	-0.046200	-0.083800	-0.129200	-0.135200	0.067000	-0.059800	0.080600	-0.061200	0.023200	0.122800	-0.058400	-0.053200	-0.086600	-0.080000	-0.070400	0.057600	0.122400	-0.019800	-0.018200	-0.050600	-0.069400	-0.087600	-0.023800	-0.105000	-0.100000	-0.080400	-0.062200	0.111000	0.077600	-0.082200	-0.055800	0.043200	-0.080400	-0.115400	0.128000	-0.020000	-0.091600	0.096600	0.116400	0.003200	-0.058600	0.027800	-0.081000	0.116800	-0.121800	-0.116600	0.049000	0.108600	0.005800	0.062800	-0.057400	0.076400	0.120400	-0.087000	
-0.046299	-0.134197	-0.101748	-0.065828	-0.028875	-0.123876	-0.095478	-0.145837	-0.076906	-0.095279	-0.071426	-0.032747	-0.061242	-0.113230	-0.080523	-0.095701	-0.044893	-0.143459	-0.093862	-0.159002	-0.187609	-0.059972	-0.211974	-0.091168	-0.070341	-0.165852	-0.057490	-0.082135	-0.067364	-0.073110	-0.213920	-0.112821	-0.059060	-0.077398	-0.138036	-0.090564	-0.153532	-0.038158	-0.088912	-0.047976	-0.062279	0.017141	-0.056496	-0.116341	-0.127374	-0.068842	-0.052397	-0.059357	-0.219609	-0.186226	-0.106095	-0.053842	-0.115742	-0.054532	-0.060719	-0.061776	-0.057560	-0.056826	-0.113268	-0.037150	-0.152361	-0.088738	-0.065406	-0.119200	-0.160921	-0.030951	-0.097755	-0.218677	-0.206160	-0.015342	-0.046673	-0.107363	-0.044378	-0.031983	-0.103457	-0.070948	-0.054097	-0.071301	-0.120881	-0.065212	-0.085193	-0.157328	-0.015180	-0.065833	-0.077928	-0.079155	-0.061633	-0.068381	-0.092723	-0.020992	0.003285	-0.061053	-0.061509	-0.015647	-0.067052	-0.101965	-0.077364	-0.066735	-0.020591	-0.037095	
0.035853	0.108565	0.049216	0.042651	0.039844	0.179536	0.071401	0.039230	-0.242043	0.217917	0.004752	-0.242484	0.008352	0.056598	0.082588	0.150478	0.036188	0.088632	0.071746	0.060229	0.063018	-0.220192	-0.006011	-0.229359	0.066489	0.064018	0.028586	-0.018521	0.045349	0.016036	0.042227	0.064238	0.009054	0.058772	0.036328	0.057346	0.053725	0.001036	-0.012917	0.163319	0.023351	-0.184374	-0.243296	0.073689	0.029993	0.012486	0.047696	0.020017	0.007368	-0.010397	0.022758	0.031497	0.024868	0.033797	0.020773	0.062238	0.028539	0.062433	0.071398	0.066401	0.053078	0.046701	0.050695	0.032011	0.063627	-0.246798	0.016985	0.066878	-0.205097	-0.199168	0.026769	0.064387	0.024546	0.095012	0.039502	0.059337	0.053509	0.016119	0.059121	0.018136	0.178718	0.058878	-0.213691	0.132764	0.114702	0.036189	0.025916	0.045361	0.044862	0.062265	-0.172410	0.018111	-0.234745	-0.180983	0.057887	0.015228	0.060149	0.013959	0.040503	0.058189	
0.096400	0.108400	-0.020000	-0.001200	0.006000	-0.017200	0.073600	0.060000	0.139800	-0.017800	0.004200	0.123800	0.002200	-0.002800	0.152200	0.111400	0.009600	0.164200	0.167000	-0.019200	0.079600	0.005600	0.008400	0.134400	-0.000400	-0.020400	0.116800	0.135200	-0.027200	0.002200	0.125800	0.009200	-0.000200	0.070400	0.062400	0.012200	-0.008400	0.129200	0.114000	0.041600	0.002000	0.000800	0.014400	-0.014600	0.082400	0.000000	0.113400	0.127800	0.032400	-0.009600	-0.017600	0.114800	-0.008400	0.123200	0.003800	0.002600	0.117400	-0.014000	0.078800	-0.006000	-0.013800	-0.142200	0.000800	0.115200	-0.017200	0.148600	0.096200	0.128400	0.086400	0.008200	0.123600	0.003400	0.123400	-0.012200	-0.013600	-0.004600	0.103600	0.002400	-0.003600	0.002200	-0.022000	-0.020000	0.020200	0.109000	-0.006800	-0.027200	0.112000	-0.026200	0.010800	-0.018200	0.014600	0.015600	0.002600	0.018000	-0.024200	-0.021400	0.184200	0.001000	0.015000	-0.010200	
0.001600	0.066000	0.055600	0.038800	0.159000	0.094200	0.105200	-0.057600	-0.004000	-0.007200	0.147800	0.073800	0.002800	0.056800	0.150400	0.129600	0.129000	0.109600	0.166200	0.052200	0.135800	-0.010200	-0.039200	0.036200	0.081600	0.041000	0.142200	0.057000	-0.126000	0.151400	0.153400	0.066000	0.002000	0.153800	-0.052400	0.059600	0.087600	0.078400	0.059200	0.109600	-0.114600	0.118000	-0.029000	0.129400	0.097200	0.160400	0.120000	0.074000	-0.058600	-0.008200	0.044000	-0.000800	0.123200	0.012200	0.030600	0.036000	0.007200	0.081400	0.079000	0.036200	0.006200	0.072800	0.138600	-0.022600	0.040800	-0.003200	0.136400	0.105600	0.136000	0.031400	0.060000	0.033400	0.155800	0.085800	-0.101000	0.083200	0.017600	0.146200	0.063600	0.007400	0.120000	0.069200	0.130000	0.095000	0.085600	0.108200	0.018200	-0.026000	0.056600	0.116600	0.061600	0.024600	0.074600	0.146400	0.069800	0.038200	0.030200	-0.102000	0.092000	0.056400	
